"AttributeId","MiniMapShowNpcId","NpcId","BornX","BornY","BornZ","BornYaw","BornPitch","BornRoll","BornTime","PlotTips","FirstPlotTips"
"80010124","(73010503)","(76060234,76060234,76060234,76060235,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010125","(73010503)","(76060236,76060236,76060236,76060237,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010126","(73010504)","(76060238,76060238,76060239,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010127","(73010504)","(76060240,76060240,76060241,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010128","(73010504)","(76060242,76060242,76060243,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010129","(73010504)","(76060244,76060244,76060245,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010130","(73010502)","(76060246,0)","'(3250,0)","'(3240,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80010131","(73010501)","(76060247,76060247,76060247,76060248,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010132","(73010501)","(76060249,76060249,76060249,76060250,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010133","(73010503)","(76060251,76060251,76060251,76060252,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010134","(73010503)","(76060253,76060253,76060253,76060254,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010135","(73010503)","(76060255,76060255,76060255,76060256,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010136","(73010504)","(76060257,76060257,76060258,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010137","(73010504)","(76060259,76060259,76060260,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010138","(73010504)","(76060261,76060261,76060262,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010139","(73010504)","(76060263,76060263,76060264,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010140","(73010502)","(76060265,0)","'(3250,0)","'(3240,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80010141","(73010501)","(76060266,76060266,76060266,76060267,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010142","(73010501)","(76060268,76060268,76060268,76060269,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010143","(73010503)","(76060270,76060270,76060270,76060271,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010144","(73010503)","(76060272,76060272,76060272,76060273,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010145","(73010503)","(76060274,76060274,76060274,76060275,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010146","(73010504)","(76060276,76060276,76060277,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010147","(73010504)","(76060278,76060278,76060279,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010148","(73010504)","(76060280,76060280,76060281,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010149","(73010504)","(76060282,76060282,76060283,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010150","(73010502)","(76060284,0)","'(3250,0)","'(3240,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80010151","(73010501)","(76060285,76060285,76060285,76060286,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010152","(73010501)","(76060287,76060287,76060287,76060288,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010153","(73010503)","(76060289,76060289,76060289,76060290,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010154","(73010503)","(76060291,76060291,76060291,76060292,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010155","(73010503)","(76060293,76060293,76060293,76060294,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010156","(73010504)","(76060295,76060295,76060296,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010157","(73010504)","(76060297,76060297,76060298,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010158","(73010504)","(76060299,76060299,76060300,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010159","(73010504)","(76060301,76060301,76060302,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010160","(73010502)","(76060303,0)","'(3250,0)","'(3240,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80010161","(73010501)","(76060304,76060304,76060304,76060305,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010162","(73010501)","(76060306,76060306,76060306,76060307,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010163","(73010503)","(76060308,76060308,76060308,76060309,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010164","(73010503)","(76060310,76060310,76060310,76060311,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010165","(73010503)","(76060312,76060312,76060312,76060313,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010166","(73010504)","(76060314,76060314,76060315,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010167","(73010504)","(76060316,76060316,76060317,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010168","(73010504)","(76060318,76060318,76060319,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010169","(73010504)","(76060320,76060320,76060321,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010170","(73010502)","(76060322,0)","'(3250,0)","'(3240,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80010171","(73010501)","(76060323,76060323,76060323,76060324,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010172","(73010501)","(76060325,76060325,76060325,76060326,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010173","(73010503)","(76060327,76060327,76060327,76060328,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010174","(73010503)","(76060329,76060329,76060329,76060330,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010175","(73010503)","(76060331,76060331,76060331,76060332,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010176","(73010504)","(76060333,76060333,76060334,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010177","(73010504)","(76060335,76060335,76060336,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010178","(73010504)","(76060337,76060337,76060338,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010179","(73010504)","(76060339,76060339,76060340,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010180","(73010502)","(76060341,0)","'(3250,0)","'(3240,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80010181","(73010501)","(76060342,76060342,76060342,76060343,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010182","(73010501)","(76060344,76060344,76060344,76060345,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010183","(73010503)","(76060346,76060346,76060346,76060347,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010184","(73010503)","(76060348,76060348,76060348,76060349,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010185","(73010503)","(76060350,76060350,76060350,76060351,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010186","(73010504)","(76060352,76060352,76060353,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010187","(73010504)","(76060354,76060354,76060355,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010188","(73010504)","(76060356,76060356,76060357,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010189","(73010504)","(76060358,76060358,76060359,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010190","(73010502)","(76060360,0)","'(3250,0)","'(3240,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80010191","(73010501)","(76060361,76060361,76060361,76060362,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010192","(73010501)","(76060363,76060363,76060363,76060364,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010193","(73010503)","(76060365,76060365,76060365,76060366,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010194","(73010503)","(76060367,76060367,76060367,76060368,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010195","(73010503)","(76060369,76060369,76060369,76060370,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010196","(73010504)","(76060371,76060371,76060372,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010197","(73010504)","(76060373,76060373,76060374,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010198","(73010504)","(76060375,76060375,76060376,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010199","(73010504)","(76060377,76060377,76060378,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010200","(73010502)","(76060379,0)","'(3250,0)","'(3240,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80010201","(73010501)","(76060380,76060380,76060380,76060381,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010202","(73010501)","(76060382,76060382,76060382,76060383,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010203","(73010503)","(76060384,76060384,76060384,76060385,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010204","(73010503)","(76060386,76060386,76060386,76060387,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010205","(73010503)","(76060388,76060388,76060388,76060389,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010206","(73010504)","(76060390,76060390,76060391,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010207","(73010504)","(76060392,76060392,76060393,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010208","(73010504)","(76060394,76060394,76060395,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010209","(73010504)","(76060396,76060396,76060397,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010210","(73010502)","(76060398,0)","'(3250,0)","'(3240,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80010211","(73010501)","(76060399,76060399,76060399,76060400,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010212","(73010501)","(76060401,76060401,76060401,76060402,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010213","(73010503)","(76060403,76060403,76060403,76060404,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010214","(73010503)","(76060405,76060405,76060405,76060406,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010215","(73010503)","(76060407,76060407,76060407,76060408,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010216","(73010504)","(76060409,76060409,76060410,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010217","(73010504)","(76060411,76060411,76060412,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010218","(73010504)","(76060413,76060413,76060414,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010219","(73010504)","(76060415,76060415,76060416,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010220","(73010502)","(76060417,0)","'(3250,0)","'(3240,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80010221","(73010501)","(76060418,76060418,76060418,76060419,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010222","(73010501)","(76060420,76060420,76060420,76060421,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010223","(73010503)","(76060422,76060422,76060422,76060423,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010224","(73010503)","(76060424,76060424,76060424,76060425,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010225","(73010503)","(76060426,76060426,76060426,76060427,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010226","(73010504)","(76060428,76060428,76060429,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010227","(73010504)","(76060430,76060430,76060431,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010228","(73010504)","(76060432,76060432,76060433,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010229","(73010504)","(76060434,76060434,76060435,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010230","(73010502)","(76060436,0)","'(3250,0)","'(3240,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80010231","(73010501)","(76060437,76060437,76060437,76060438,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010232","(73010501)","(76060439,76060439,76060439,76060440,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010233","(73010503)","(76060441,76060441,76060441,76060442,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010234","(73010503)","(76060443,76060443,76060443,76060444,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010235","(73010503)","(76060445,76060445,76060445,76060446,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010236","(73010504)","(76060447,76060447,76060448,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010237","(73010504)","(76060449,76060449,76060450,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010238","(73010504)","(76060451,76060451,76060452,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010239","(73010504)","(76060453,76060453,76060454,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010240","(73010502)","(76060455,0)","'(3250,0)","'(3240,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","",""
