"AttributeId","SensitiveTextCH","SensitiveTextKR","SensitiveTextTW","SensitiveTextEN","SensitiveTextTHA","SensitiveTextVN","SensitiveTextJP","SensitiveTextRus","SensitiveTextSG"
"94014693","高清性愛","젖통","全能教","GM","หำ","","GM","","GM"
"94014694","高清性愛|高","조 또","Admin","GM","หี","","GM","","GM"
"94014695","高潮","조 지","J8","GM","เห็ดสด","","GM","","GM"
"94014696","高潮|高","조개넓은년","肏","GM","เหี้ย","","GM","","GM"
"94014697","高潮白浆","조개따조","贔","GM","เหี๊ย","","GM","","GM"
"94014698","高潮集锦","조개따조?","三K","GM","ไอ้ควาย","","GM","","GM"
"94014699","高瞻","조개마셔줘","三個代","GM","องคชาติ","","GM","","GM"
"94014700","高祖武帝文革三年&高祖武帝反右三年&惠帝凡是二年","조개마셔줘?","喬石","GM","อมหัวดอ","","GM","","GM"
"94014701","高祖武帝文革三年&高祖武帝反右三年&惠帝凡是二年|高","조개벌려조","傻比","GM","อยากมี sex","","GM","","GM"
"94014702","高级逼","조개벌려조?","八九風波","GM","อยากเสียว","","GM","","GM"
"94014703","高级逼|高","조개보지","共產黨","GM","อยากอึบ","","GM","","GM"
"94014704","高考时间","조개속물","共黨","GM","อยากเอาหญิง","","GM","","GM"
"94014705","高莺莺","조개쑤셔줘","賣淫","GM","อ่อน!","","GM","","GM"
"94014706","高薪养廉","조개쑤셔줘?","國民黨","GM","อ่อนสัด","","GM","","GM"
"94014707","鬼妹潮吹","조개핧아줘?","太子党","GM","อัณฑะ","","GM","","GM"
"94014708","鬼妹潮吹|鬼","조건만남","妣","GM","อัดถั่วดำ","","GM","","GM"
"94014709","鬼畜轮奸","조까","娼","GM","อ้าย!","","GM","","GM"
"94014710","鬼輪姦","조까는","法輪功","GM","อ้ายเ ว ร","","GM","","GM"
"94014711","鬼輪姦|鬼","조까라","ＳＢ","GM","อายเชี้ย","","GM","","GM"
"94014712","魅惑巨乳","조까튼","ＦＵＣＫ","GM","อ้ายฟาย","","GM","","GM"
"94014713","魏京生","조나빡가","ＦＡＬＵＮ","GM","อ้ายสัด","","GM","","GM"
"94014714","魏凤和","조낸","七二○","GM","อายสาด","","GM","","GM"
"94014715","魏家福","조넨","明慧網","GM","อ้ายสาด","","GM","","GM"
"94014716","魏新生","조또","新生網","GM","อ้ายสาดหมา","","GM","","GM"
"94014717","魏礼群","조루","圓明網","GM","อ้ายห่า","","GM","","GM"
"94014718","魔教","조물","新唐人","GM","อ้ายเหรี้ย","","GM","","GM"
"94014719","魔鬼孟JZ温公阁下大鉴新四人帮切尼","조ㅂㅂㅏ","大陸當權者","GM","อ้ายเห-รี้ย","","GM","","GM"
"94014720","魔鬼老赖","조밥","大陸當局","GM","อี ชาติหมา","","GM","","GM"
"94014721","鲁克沁","조ㅃㅏ","大陸官員","GM","อี แรด","","GM","","GM"
"94014722","鲁克沁工商所","조빠","顛覆政府","GM","อี!","","GM","","GM"
"94014723","鲁克沁恐怖袭击","조빠지게","天門事件","GM","อี!เบี้ยว","","GM","","GM"
"94014724","鲁克沁暴乱","조빱","氣槍","GM","อี_ดอก ","","GM","","GM"
"94014725","鲁克沁暴动","조뺑이","手槍","GM","อีกระหรี่","","GM","","GM"
"94014726","鲁克沁派出所","조살","麻醉槍","GM","อีกะหรี","","GM","","GM"
"94014727","鲁克沁爆炸","조쟁이","嫖娼","GM","อีโง่","","GM","","GM"
"94014728","鲁克沁袭警","조지","無碼電影","GM","อีช้างเย๊ด","","GM","","GM"
"94014729","鲁克沁镇政府","조지냐","SM虐待","GM","อีชาติชั้ว","","GM","","GM"
"94014730","鲁向东","조진다","援交","GM","อีด อก","","GM","","GM"
"94014731","鲁昕","조질래","娠嫖","GM","อีด/อก","","GM","","GM"
"94014732","鲍彤","족 같 내","誘姦","GM","อีดอก","","GM","","GM"
"94014733","鲍彤|鲍","족 같내","迷奸","GM","อีด-อก","","GM","","GM"
"94014734","鲍戈","족 까","淫蕩","GM","อีเดียด","","GM","","GM"
"94014735","鲍朴","족 까 내","輪奸","GM","อีตัว","","GM","","GM"
"94014736","鲍朴|鲍","족 까내","姦淫","GM","อีตุ๊ด","","GM","","GM"
"94014737","鲍筒","족같 내","針孔攝像機","GM","อีแตรด","","GM","","GM"
"94014738","鲍鱼娇","족같내","無碼","GM","อีบ้า","","GM","","GM"
"94014739","鲍鱼娇&艳照","족같네","馬克思","GM","อีเป็งสุดา","","GM","","GM"
"94014740","鲜为人知的灾难村","족같은","恩格斯","GM","อีเปรต","","GM","","GM"
"94014741","鷄巴|鷄","족까","列寧","GM","อีไพร่","","GM","","GM"
"94014742","鷰京大學","족까 내","地址","GM","อีมะขวิด","","GM","","GM"
"94014743","鸡8","족까내","全能神","GM","อีแมงดา","","GM","","GM"
"94014744","鸡j","족딸","猥人習禁評","GM","อีแรด","","GM","","GM"
"94014745","鸡八|鸡","족바리","沉默術士習禁評","GM","อีลูกกระหรี่","","GM","","GM"
"94014746","鸡吧|鸡","족밥","朱德","GM","อีเลว","","GM","","GM"
"94014747","鸡巴|鸡","존 나","彭德懷","GM","อีวอก","","GM","","GM"
"94014748","鸡巴暴胀","존 니","林彪","GM","อีเวน","","GM","","GM"
"94014749","鸡把","존,나","劉伯承","GM","อีเวร","","GM","","GM"
"94014750","鸡毛信文汇","존.나","陳毅","GM","อีสัด","","GM","","GM"
"94014751","鸡鸡抠下","존나","賀龍","GM","อีสาด","","GM","","GM"
"94014752","鸣枪","존나게","聶榮臻","GM","อีหอย","","GM","","GM"
"94014753","鸦片|鸦","존나게?","徐向前","GM","อีหอยดอง","","GM","","GM"
"94014754","鸳鸯浴|鸳","존나짱나","羅榮桓","GM","อีหัวสำรอก","","GM","","GM"
"94014755","鸽派","존내","葉劍英","GM","อีหา","","GM","","GM"
"94014756","鸿志","존네","李大釗","GM","อีห่า","","GM","","GM"
"94014757","鹰派","존니","陳獨秀","GM","อีห่าราก","","GM","","GM"
"94014758","鹿城娱乐","존마난","孫中山","GM","อีเห็ดสด","","GM","","GM"
"94014759","鹿城娱乐|鹿","존마니","孫文","GM","อีอับปรี","","GM","","GM"
"94014760","鹿心社","존만","孫逸仙","GM","เอากันปะ","","GM","","GM"
"94014761","麦司卡林|麦","존만아","陳雲","GM","เอาทีดิ","","GM","","GM"
"94014762","麦当劳","존만한","尉健行","GM","เอาหัวนม","","GM","","GM"
"94014763","麦当劳杀人","존맹구","曾慶紅","GM","ใอ้สัด","","GM","","GM"
"94014764","麦当劳被砸","졷까","黃菊","GM","ใอ้สัต","","GM","","GM"
"94014765","麦菲尔","졷까는","吳官正","GM","เฮงซวย","","GM","","GM"
"94014766","麦角酸二乙基酰胺|麦","졷나","吳儀","GM","เฮี่ย","","GM","","GM"
"94014767","麻 痹","졷따","回良玉","GM","ไอ้สัส","","GM","","GM"
"94014768","麻古|麻","졷물","曾培炎","GM","ไอ้ควย","","GM","","GM"
"94014769","麻咕|麻","졷빠라","曹剛川","GM","ควย","","GM","","GM"
"94014770","麻生早苗","졷빠러","唐家璿","GM","สัส","","GM","","GM"
"94014771","麻生早苗|麻","졷빨아","華建敏","GM","ดอกทง","","GM","","GM"
"94014772","麻痹","졷빨어","陳至立","GM","โป๊","","GM","","GM"
"94014773","麻痹的","졸 라","陳良宇","GM","เย็ดแม่","","GM","","GM"
"94014774","麻美|麻","졸라","張德江","GM","พ่อง","","GM","","GM"
"94014775","麻醉枪货到付款","졸라게","張立昌","GM","พ่อมึง","","GM","","GM"
"94014776","麻醉枪货到付款|麻","좀 마 니","劉雲山","GM","แม่มึง","","GM","","GM"
"94014777","麻醉药|麻","좀 마니","王岐山","GM","พ่อมึงตาย","","GM","","GM"
"94014778","麻黄素|麻","좀 물","王樂泉","GM","แม่มึงตาย","","GM","","GM"
"94014779","麻黄草","좀 쓰레기","王剛","GM","กะหรี่","","GM","","GM"
"94014780","黄　菊","좀마 니","王兆國","GM","หี","","GM","","GM"
"94014781","黄丽满","좀마니","劉淇","GM","หีแม่","","GM","","GM"
"94014782","黄作兴","좀물","郭伯雄","GM","หำ","","GM","","GM"
"94014783","黄兴国","좁년","李登輝","GM","。","","GM","","GM"
"94014784","黄华华","좁밥","連戰","GM","、","","GM","","GM"
"94014785","黄局","좁밥운영자","陳水扁","GM","เ เ ม่ ง","","GM","","GM"
"94014786","黄巨","좁빠라라","宋楚瑜","GM","เ ย็ ด","","GM","","GM"
"94014787","黄康生","좁빱","呂秀蓮","GM","เ ย็ด","","GM","","GM"
"94014788","黄建国","좃 간 년","鬱慕明","GM","เ สื อ ก","","GM","","GM"
"94014789","黄慈萍","좃 간년","蔣中正","GM","เ ห ี้ ย","","GM","","GM"
"94014790","黄教","좃 까","蔣經國","GM","เ!้ย","","GM","","GM"
"94014791","黄晶","좃 깟 네","馬英九","GM","เ.ป.ร.ต","","GM","","GM"
"94014792","黄树贤","좃 깟네","吳幫國","GM","เ.ย็.ด","","GM","","GM"
"94014793","黄殿中","좃 냄새","無幫國","GM","เ.ย็.ด.แ.ม่","","GM","","GM"
"94014794","黄海刺胡","좃 넘","無邦國","GM","เ.สื.อ.ก","","GM","","GM"
"94014795","黄海暗杀","좃 대가리","無幫過","GM","เ+ย็+ด","","GM","","GM"
"94014796","黄片|黄","좃 도","瘟家寶","GM","เเคมปลิ้น","","GM","","GM"
"94014797","黄献中","좃 또","假慶林","GM","แ ต ด","","GM","","GM"
"94014798","黄祸","좃 마무리","甲慶林","GM","แ ตด","","GM","","GM"
"94014799","黄网","좃 만 아","假青林","GM","แ ร ด","","GM","","GM"
"94014800","黄翔","좃 만 이","離長春","GM","แ รด","","GM","","GM"
"94014801","黄色书","좃 만아","習遠平","GM","ไ อ่","","GM","","GM"
"94014802","黄色图","좃 만이","襲近平","GM","ไ อ้","","GM","","GM"
"94014803","黄色图片","좃 물","李磕牆","GM","ไ.อ้.หั.ว.ถ.อ.ก","","GM","","GM"
"94014804","黄色小说","좃 부 랄","賀過牆","GM","ไ.อ้เ.ฮี้.ย","","GM","","GM"
"94014805","黄色小说|黄","좃 부랄","和鍋槍","GM","กระ ดอ","","GM","","GM"
"94014806","黄色影视","좃 빠 네","粥永康","GM","กระจู๋","","GM","","GM"
"94014807","黄色影视|黄","좃 빠네","軸永康","GM","กระเจี้ยว","","GM","","GM"
"94014808","黄色文学","좃가튼","肘永康","GM","กระเจี๊ยว","","GM","","GM"
"94014809","黄色文学|黄","좃가튼년","周健康","GM","กระเจี๋ยว","","GM","","GM"
"94014810","黄色漫画","좃가튼뇬","粥健康","GM","กระดอ","","GM","","GM"
"94014811","黄色漫画|黄","좃간 년","周小康","GM","กระเด้า","","GM","","GM"
"94014812","黄色电影|黄","좃간년","李肇星務","GM","กระทวย","","GM","","GM"
"94014813","黄色网站","좃같네","國務委員","GM","กระสัน","","GM","","GM"
"94014814","黄色网站|黄","좃같은","國務院","GM","กระหรี่","","GM","","GM"
"94014815","黄花岗","좃까","中央委員","GM","กะเจี๊ยว","","GM","","GM"
"94014816","黄金圣水","좃까는","發改委","GM","กะดอ","","GM","","GM"
"94014817","黄金圣水|黄","좃까라","國家發展和改革委員會","GM","กะโปก","","GM","","GM"
"94014818","黎安友","좃까리","發展和改革委員會","GM","กะสัน","","GM","","GM"
"94014819","黎阳平","좃깟 네","溫家飽","GM","กะหรี่","","GM","","GM"
"94014820","黑丝骚妇","좃깟네","溫假飽","GM","กาจู๋","","GM","","GM"
"94014821","黑丝骚妇|黑","좃나","胡驚濤","GM","กาเจี้ยว","","GM","","GM"
"94014822","黑喇叭","좃나게","習仲勳","GM","กาดอ","","GM","","GM"
"94014823","黑大爷&异教徒","좃나씹냐","彭麗媛","GM","กาหรี่","","GM","","GM"
"94014824","黑大爷异教徒","좃냄새","新聞出版總署","GM","กู","","GM","","GM"
"94014825","黑天使","좃넘","新聞出版署","GM","แก่น!","","GM","","GM"
"94014826","黑屄","좃대가리","布希","GM","ขอรวมเพศหน่อย","","GM","","GM"
"94014827","黑屌","좃도","布雷爾","GM","เย็ด","","GM","","GM"
"94014828","黑屌|黑","좃됫다","小泉","GM","ค . ว . ย","","GM","","GM"
"94014829","黑崎扇菜","좃두걸","純一郎","GM","ค ร ว ย","","GM","","GM"
"94014830","黑崎扇菜|黑","좃두기사","薩馬蘭奇","GM","ค ร วย","","GM","","GM"
"94014831","黑庄","좃두모시","安南","GM","ค รว ย","","GM","","GM"
"94014832","黑恶势力保护伞|黑","좃드","阿拉法特","GM","ค*วย","","GM","","GM"
"94014833","黑教","좃디야","普京","GM","ค......................................ย","","GM","","GM"
"94014834","黑星女侠","좃따리싸발놈","默克爾","GM","ค........ว............ย.........","","GM","","GM"
"94014835","黑木香","좃떠멋있는이","克林頓","GM","ค.......ว*******p","","GM","","GM"
"94014836","黑木香|黑","좃또갱기긴","雷根","GM","ค.......ว*******ย","","GM","","GM"
"94014837","黑柠檬","좃또마법사","尼克森","GM","ค.....ว...........ย","","GM","","GM"
"94014838","黑毛屄","좃마난","林肯","GM","ค....ว.....ย","","GM","","GM"
"94014839","黑火药的制作方法","좃마무리","杜魯門","GM","ค...ย","","GM","","GM"
"94014840","黑火药的制作方法|黑","좃마법사","赫魯雪夫","GM","ค...ว...ย","","GM","","GM"
"94014841","黑社会J出院","좃만 아","史達林","GM","ค..ย","","GM","","GM"
"94014842","黑社会江泽民","좃만 이","金正日","GM","ค..ว..ย","","GM","","GM"
"94014843","黑逼","좃만아","金日成","GM","ค..ว..ย..","","GM","","GM"
"94014844","黑逼|黑","좃만안그지","薩達姆","GM","ค.ร.ว.ย","","GM","","GM"
"94014845","點灭","좃만이","胡志明","GM","ค.รวย","","GM","","GM"
"94014846","齐墨","좃만이짱하하","西哈努克","GM","ค.ว.ย","","GM","","GM"
"94014847","齐志勇&回归宪法|齐","좃만한","希拉克","GM","ค.ว.ย.","","GM","","GM"
"94014848","齐鲁银行","좃만한것","柴契爾","GM","ค.วย","","GM","","GM"
"94014849","龍碼閣","좃만한쉐이","阿羅約","GM","ค//ว//ย","","GM","","GM"
"94014850","龍碼閣|龍","좃만한옥돌이","曼德拉","GM","ค/ว/ย","","GM","","GM"
"94014851","龙卷风","좃맨","卡斯楚","GM","ค\ว\ย","","GM","","GM"
"94014852","龙小霞","좃물","佛蘭克林","GM","ค^ว^ย","","GM","","GM"
"94014853","龙应台|龙","좃물 냄새","華盛頓","GM","ค~ว~ย","","GM","","GM"
"94014854","龙翔网络","좃박사","艾森豪","GM","ค+ว+ย","","GM","","GM"
"94014855","龙虎豹","좃발나는소리","拿破崙","GM","คvย","","GM","","GM"
