"AttributeId","PropertyID","PropertyMaxLimit","GoldCost","DiamondCost","MaterialID","MaterialCost","GoldSuccinctEffectChance","DiamondSuccinctEffectChance","GoldSuccinctAttUpChance","GoldPropertyChangeRange","DiamondSuccinctAttUpChance","DiamondPropertyChangeRange","Noticeld","MaterialShopID"
"43020039","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020040","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020041","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020042","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020043","(5,6,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43020044","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020045","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020046","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020047","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020048","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020049","(5,6,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43020050","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020051","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020052","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020053","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020054","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020055","(5,6,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43020056","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020057","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020058","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020059","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020060","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020061","(5,6,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43020062","(5,6,10)","(90,100,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020063","(5,6,10)","(90,100,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020064","(5,6,10)","(90,100,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020065","(5,6,10)","(90,100,50,200,250,110,510,610,280)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020066","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020067","(5,6,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43020068","(5,6,10)","(90,100,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020069","(5,6,10)","(90,100,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020070","(5,6,10)","(90,100,50,200,250,110)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020071","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020072","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020073","(5,6,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43020074","(5,6,10)","(90,100,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020075","(5,6,10)","(90,100,50,200,250,110)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020076","(5,6,10)","(90,100,50,200,250,110,510,610,280)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020077","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020078","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020079","(5,6,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43020080","(5,6,10)","(90,100,50,200,250,110)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020081","(5,6,10)","(90,100,50,200,250,110,510,610,280)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020082","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020083","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020084","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020085","(5,6,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43020086","(5,6,10)","(90,100,50,200,250,110,510,610,280","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020087","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020088","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020089","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020090","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020091","(5,6,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43020092","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020093","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020094","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020095","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020096","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020097","(5,6,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43020098","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020099","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020100","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020101","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020102","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020103","(5,6,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43020104","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020105","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020106","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020107","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020108","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020109","(5,6,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43020110","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020111","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020112","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43020113","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020114","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43020115","(5,6,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43020116","(5,6,10)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
